medcodeid	term	originalreadcode	cleansedreadcode	snomedctconceptid	snomedctdescriptionid	subtype	dvt	pe	art_pvd	ven_pvd	pvd
4392201000006111	Diabetic peripheral vascular disease	^ESCTDI439220		127014009	205224017	pad			1		1
4392221000006118	Peripheral angiopathy due to diabetes mellitus	^ESCTPE439222		127014009	3313388015	pad			1		1
4403261000006113	DVT - Deep vein thrombosis	^ESCTDV440326		128053003	2162148012	vte	1			1	1
4403291000006117	Deep venous thrombosis of pelvic vein	^ESCTDE440329		128055005	194649017	vte	1			1	1
4427851000006112	Atherosclerotic occlusive disease	^ESCTAT442785		129573006	208364016	pad			1		1
4427861000006114	Atherosclerotic ischaemic disease	^ESCTAT442786		129573006	208362017	pad			1		1
4427871000006119	Atherosclerotic ischemic disease	^ESCTAT442787		129573006	208363010	pad			1		1
443199013	Ischaemic foot	G733	G733.00	301755001	443199013	pad			1		1
443820016	Renal artery stenosis	P7690	P769000	302233006	443820016	pad			1		1
444906018	Atherosclerotic renal artery stenosis	G7010	G701000	302910002	444906018	pad			1		1
444907010	ARAS - Atherosclerotic renal artery stenosis	G7010-1	G701011	302910002	444907010	pad			1		1
451447016	Varicose veins of legs in pregnancy	L4105	L410500	308133005	451447016	vte				1	1
451448014	Varicose veins of legs in the puerperium	L4106	L410600	308134004	451448014	vte				1	1
451451019	Thrombophlebitis of legs in pregnancy	L4125-1	L412511	308136002	451451019	vte				1	1
451452014	Superficial thrombophlebitis in pregnancy	L4125	L412500	308136002	451452014	vte				1	1
451453016	Superficial thrombophlebitis in the puerperium	L4126	L412600	308137006	451453016	vte				1	1
452963015	Right ventricular thrombosis	G5yy8	G5yy800	309518001	452963015	vte				1	1
454901000006118	Acroparaesthesia - Schultze's type	G73y4	G73y400	57105000	1216757012	other					1
456363010	Percutaneous transluminal angioplasty of vascular graft	7A6H4	7A6H400	312611005	456363010	pad			1		1
458502011	Ruptured suprarenal aortic aneurysm	G7130	G713000	314184006	458502011	pad			1		1
458503018	Juxtarenal aortic aneurysm	G7140	G714000	314185007	458503018	pad			1		1
458504012	Inflammatory abdominal aortic aneurysm	G7141	G714100	314186008	458504012	pad			1		1
458505013	Iliac artery occlusion	G76z0	G76z000	314187004	458505013	pad			1		1
459306016	Type II diabetes mellitus with peripheral angiopathy	C10FF-1	C10FF11	314902007	459306016	pad			1		1
459308015	Type 2 diabetes mellitus with peripheral angiopathy	C10FF	C10FF00	314902007	459308015	pad			1		1
4666401000006117	Repair of aortic aneurysm using bifurcation graft	^ESCTRE466640		175282008	271419016	pad			1		1
4666411000006119	AAA - Repair of abdominal aortic aneurysm using bifurcation graft	^ESCTAA466641		175282008	271420010	pad			1		1
470121011	Syphilitic aortic aneurysm	A930	A930.00	12232008	470121011	pad			1		1
4778681000006112	Raynaud disease	^ESCTRA477868		195295006	2839806017	pad			1		1
4778691000006110	Raynauds disease	^ESCTRA477869		195295006	2920873014	pad			1		1
4778771000006116	Peripheral artery spasm	^ESCTPE477877		195313002	300519017	pad			1		1
4785671000006113	Deep venous thrombosis of the superior mesenteric vein	^ESCTDE478567		197001004	302982017	vte	1			1	1
488221000000111	Abdominal aortic aneurysm stenting	7A1B6	7A1B600	307701005	451048019	pad			1		1
488301000006118	Aortic aneurysm - syphilitic	G717	G717.00	12232008	470121011	pad			1		1
496971000006110	Atheroscleritic retinopathy	F4211-2	F421112	95691008	158518015	pad			1		1
496981000006113	Atherosclerosis	G70	G70..00	72092001	119795011	pad			1		1
496991000006111	Atherosclerotic cardiovascular disease	G342	G342.00	72092001	119795011	pad			1		1
497011000006117	Atherosclerotic retinopathy	F4211	F421100	95691008	158518015	pad			1		1
497564017	DVT - deep venous thrombosis, postnatal	L414-1	L414.11	56272000	497564017	vte	1			1	1
499570016	SVCO - Superior vena cava obstruction	G8y22-1	G8y2211	63363004	499570016	vte				1	1
5005001000006115	Septic thrombophlebitis of straight sinus	^ESCTSE500500		230222003	345028013	vte				1	1
501531000006116	Babcock subcutaneous enucleation of varicose veins	7A693-1	7A69311	265545001	394360015	vte				1	1
5040281000006119	Percutaneous endarterectomy of coronary artery	^ESCTPE504028		232726007	348663015	pad			1		1
5048891000006117	Endarterectomy of external iliac artery	^ESCTEN504889		233306002	349575011	pad			1		1
5048901000006118	EIA - Endarterectomy of the external iliac artery	^ESCTEI504890		233306002	349576012	pad			1		1
5048911000006115	Endarterectomy of common femoral artery	^ESCTEN504891		233307006	349578013	pad			1		1
5048921000006111	CFA - Endarterectomy of the common femoral artery	^ESCTCF504892		233307006	349577015	pad			1		1
5048931000006114	Endarterectomy of superficial femoral artery	^ESCTEN504893		233308001	349579017	pad			1		1
5048951000006119	Endarterectomy of profunda femoris	^ESCTEN504895		233309009	349582010	pad			1		1
5049881000006112	Repair of aortic aneurysm using straight graft	^ESCTRE504988		233376001	349691017	pad			1		1
5049891000006110	AAA - Repair of abdominal aortic aneurysm using straight graft	^ESCTAA504989		233376001	349692012	pad			1		1
5051011000006112	Multiple avulsions of varicose veins	^ESCTMU505101		233459001	349811016	vte				1	1
5057591000006116	Pulmonary thromboembolism	^ESCTPU505759		233935004	350497014	vte		1		1	1
5057601000006112	PTE - Pulmonary thromboembolism	^ESCTPT505760		233935004	350498016	vte		1		1	1
5057611000006110	PE - Pulmonary thromboembolism	^ESCTPE505761		233935004	350499012	vte		1		1	1
5057911000006116	Abdominal aortic atherosclerosis	^ESCTAB505791		233955003	350527016	pad			1		1
5057921000006112	Atherosclerosis of abdominal aorta	^ESCTAT505792		233955003	350528014	pad			1		1
5057931000006110	Aortoiliac atherosclerosis	^ESCTAO505793		233956002	350530011	pad			1		1
5057981000006111	Peripheral ischemic vascular disease	^ESCTPE505798		233958001	350534019	pad			1		1
5058001000006116	Peripheral ischemia	^ESCTPE505800		233958001	350536017	pad			1		1
5058051000006117	Critical upper limb ischaemia	^ESCTCR505805		233960004	350541013	pad			1		1
5058061000006115	Critical upper limb ischemia	^ESCTCR505806		233960004	350542018	pad			1		1
5058071000006110	Lower limb ischaemia	^ESCTLO505807		233961000	350544017	pad			1		1
5058081000006113	Lower limb ischemia	^ESCTLO505808		233961000	350543011	pad			1		1
5058111000006119	Critical lower limb ischaemia	^ESCTCR505811		233962007	350547012	pad			1		1
5058121000006110	Critical lower limb ischemia	^ESCTCR505812		233962007	350548019	pad			1		1
5058171000006111	Common iliac artery stenosis	^ESCTCO505817		233967001	350554018	pad			1		1
5058191000006112	External iliac artery stenosis	^ESCTEX505819		233968006	350557013	pad			1		1
5058441000006113	AAA - Abdominal aortic aneurysm	^ESCTAA505844		233985008	350581018	pad			1		1
5058631000006117	Aortic root dissection	^ESCTAO505863		233996000	350602016	pad			1		1
5058671000006119	Type B aortic dissection	^ESCTTY505867		233997009	350606018	pad			1		1
5059201000006116	Superficial thrombophlebitis of cephalic vein	^ESCTSU505920		234036007	350658012	vte				1	1
5059211000006118	Superficial thrombophlebitis of basilic vein	^ESCTSU505921		234037003	350659016	vte				1	1
5059361000006113	Recurrent idiopathic thrombophlebitis	^ESCTRE505936		234048005	350675018	vte				1	1
5059391000006117	Venous insufficiency of leg	^ESCTVE505939		234050002	350678016	vte				1	1
5059401000006115	Venous insufficiency of lower extemity	^ESCTVE505940		234050002	3473535011	vte				1	1
5059411000006117	Venous insufficiency of lower limb	^ESCTVE505941		234050002	3473536012	vte				1	1
5059421000006113	Primary venous insufficiency of leg	^ESCTPR505942		234051003	350679012	vte				1	1
5059431000006111	Secondary venous insufficiency of leg	^ESCTSE505943		234052005	350680010	vte				1	1
5059471000006114	Calf perforator varicose veins	^ESCTCA505947		234057004	350685017	vte				1	1
5137151000006112	Excision of vascular malformation of upper limb	^ESCTEX513715		239611000	359041012	other					1
52299017	Thrombophlebitis migrans	G821	G821.00	31268005	52299017	vte				1	1
5294691000006114	Peripheral pulmonary artery disease	^ESCTPE529469		251042004	374177017	pad			1		1
5294721000006116	Peripheral pulmonary artery A/V aneurysm	^ESCTPE529472		251045002	374180016	pad			1		1
5294731000006118	Multiple peripheral pulmonary artery stenoses	^ESCTMU529473		251046001	374181017	pad			1		1
5332391000006114	Peripheral pulmonary artery stenosis	^ESCTPE533239		253631001	377662015	pad			1		1
5332401000006111	PPS - Peripheral pulmonary stenosis	^ESCTPP533240		253631001	377661010	pad			1		1
5492261000006112	Raynaud phenomenon	^ESCTRA549226		266261006	2837803016	pad			1		1
5492341000006118	Simple varicose veins	^ESCTSI549234		266329009	396064016	vte				1	1
5492351000006116	Ruptured varicose veins	^ESCTRU549235		266330004	396065015	vte				1	1
5492361000006119	Bleeding varicose veins	^ESCTBL549236		266330004	465561000000112	vte				1	1
5560171000006116	Aortic thromboembolism	^ESCTAO556017		274101000	409861010	pad			1		1
5592701000006112	Percutaneous endarterectomy of common femoral artery	^ESCTPE559270		276933006	413302014	pad			1		1
5592751000006111	Percutaneous endarterectomy of superficial femoral artery	^ESCTPE559275		276937007	413309017	pad			1		1
5595921000006112	Atherosclerotic aneurysm	^ESCTAT559592		277198009	413643015	pad			1		1
5653431000006118	Thrombosis of superior vena cava	^ESCTTH565343		281596000	419641011	vte				1	1
56991000006114	Varicose veins of perineum and vulva in pregnancy and the puerperium	L411	L411.00	267282007	398446012	vte				1	1
5843611000006117	Varicose veins of lower extremity without ulcer AND without inflammation	^ESCTVA584361		297713002	438270010	vte				1	1
586241000006116	Non-pyogenic venous sinus thrombosis	G676	G676.00	195229008	300392014	vte				1	1
5886771000006119	Subclavian artery stenosis	^ESCTSU588677		300921000	442120011	pad			1		1
5900221000006119	Type A aortic dissection	^ESCTTY590022		301899003	443405016	pad			1		1
5912511000006114	Septic thrombophlebitis of sagittal sinus	^ESCTSE591251		302880005	444867013	vte				1	1
5935511000006114	Varicose veins of lower extremity with ulcer	^ESCTVA593551		304930004	447342011	vte				1	1
5935521000006118	Varicose veins with ulcer of lower extremity	^ESCTVA593552		304930004	447343018	vte				1	1
5989831000006113	Right ventricular thrombus	^ESCTRI598983		309518001	452962013	vte				1	1
6017301000006114	Iliac artery stenosis	^ESCTIL601730		312496009	456227013	pad			1		1
6018501000006115	Venous thrombosis, phlebitis and thrombophlebitis	^ESCTVE601850		312585004	456332011	vte				1	1
6021811000006117	Common femoral artery stenosis	^ESCTCO602181		312829002	456617013	pad			1		1
6029061000006110	Varicose veins of leg in long saphenous vein distribution with eczema	^ESCTVA602906		313346003	457237012	vte				1	1
6057441000006110	Repair of thoracoabdominal aortic aneurysm	^ESCTRE605744		315362007	459876014	pad			1		1
616351000006115	Diabetes mellitus with gangrene	C107-1	C107.11	422275004	2616612015	pad			1		1
616441000006113	Peripheral vascular disorder due to diabetes mellitus	C107	C107.00	421895002	3688501014	pad			1		1
616561000006113	Diabetes mellitus, adult with gangrene	C1072	C107200	421631007	2618206011	pad			1		1
616581000006115	Diabetes mellitus, adult, + peripheral circulatory disorder	C1071	C107100	422166005	2618204014	pad			1		1
616591000006117	Diabetes mellitus, juvenile +peripheral circulatory disorder	C1070	C107000	421365002	2618205010	pad			1		1
616831000006118	Diabetes with gangrene	C107-2	C107.12	422275004	2616612015	pad			1		1
61977017	Erythromelalgia	G73y8	G73y800	37151006	61977017	pad			1		1
6219871000006110	Isolated primary Raynaud's phenomenon			361131008	.	pad			1		1
6219891000006111	Isolated primary Raynaud phenomenon	^ESCTIS621989		361131008	2838264019	pad			1		1
632731000006118	Antenatal DVT	L413-1	L413.11	49956009	495551019	vte	1			1	1
6348271000006116	Thromboembolism	^ESCTTH634827		371039008	1228915016	vte					1
6376851000006113	Aneurysm of aortic root	^ESCTAN637685		373134008	1211648014	pad			1		1
641501000006112	Endarterectomy & patch rep visceral branch abdomin aorta NEC	7A33K	7A33K00	275064002	410987010	pad			1		1
641511000006110	Endarterectomy & patch repair inferior mesenteric artery NEC	7A33A	7A33A00	275064002	410987010	pad			1		1
641521000006119	Endarterectomy & patch repair superior mesenteric artery NEC	7A339	7A33900	233303005	349570018	pad			1		1
641541000006114	Endarterectomy of axillary artery and patch repair of axillary artery	7A268	7A26800	175423002	271610012	pad			1		1
641551000006111	Endarterectomy of brachial artery and patch repair of brachial artery	7A269	7A26900	175424008	271611011	pad			1		1
641571000006118	Endarterectomy and patch repair of coeliac artery NEC	7A338	7A33800	233302000	349568010	pad			1		1
641681000006116	Endarterectomy of femoral artery and patch repair of femoral artery	7A490	7A49000	175689005	272011014	pad			1		1
641691000006118	Endarterectomy of iliac artery and patch repair of iliac artery	7A420	7A42000	265517007	394327018	pad			1		1
641701000006118	Endarterectomy of popliteal artery and patch repair of popliteal artery	7A491	7A49100	175690001	272012019	pad			1		1
641711000006115	Endarterectomy of subclavian artery and patch repair of subclavian artery	7A264	7A26400	175419005	271606014	pad			1		1
641721000006111	Endarterectomy and patch repair of suprarenal artery NEC	7A33B	7A33B00	275064002	410987010	pad			1		1
641751000006119	Endarterectomy	7A521	7A52100	392031002	1486017013	pad			1		1
65531000006119	Varicose veins of legs in pregnancy/puerperium unspecified	L4100	L410000	200204002	307698018	vte				1	1
65551000006114	Varicose veins of perineum/vulva in pregnancy/puerperium NOS	L411z	L411z00	267282007	398446012	vte				1	1
65611000006114	VV - Varicose veins of leg	G83	G83..00	72866009	1788137014	vte				1	1
6632221000006112	Peripheral arterial occlusive disease	^ESCTPE663222		399957001	1779239017	pad			1		1
6632231000006110	PAOD - Peripheral arterial occlusive disease	^ESCTPA663223		399957001	1787049010	pad			1		1
6632251000006115	Peripheral angiopathy	^ESCTPE663225		399957001	1787051014	pad			1		1
6632271000006113	Peripheral artery occlusive disease	^ESCTPE663227		399957001	2923309015	pad			1		1
6633851000006110	PVD-peripheral vascular disease	^ESCTPV663385		400047006	2162392019	other					1
6668581000006117	Lymphoedema of limbs due to immobility, chronic dependency and/or venous insufficiency	^ESCTLY666858		402670007	1773658011	vte				1	1
6670981000006118	Diabetic wet gangrene of the foot	^ESCTDI667098		402864004	1781954013	pad			1		1
6694741000006111	Deep venous thrombosis of lower extremity	^ESCTDE669474		404223003	2156120013	vte	1			1	1
6694751000006113	DVT - Deep vein thrombosis of lower limb	^ESCTDV669475		404223003	2162419014	vte	1			1	1
6694761000006110	Deep venous thrombosis of leg	^ESCTDE669476		404223003	2162420015	vte	1			1	1
6694771000006115	Deep venous thrombosis of lower limb	^ESCTDE669477		404223003	2162421016	vte	1			1	1
6713381000006112	Endarterectomy and angioplasty of common femoral artery	^ESCTEN671338		405392007	2157203013	pad			1		1
6714201000006113	Endarterectomy and angioplasty of lower limb artery	^ESCTEN671420		405456009	2157259015	pad			1		1
6715281000006115	Mesenteric artery stenosis	^ESCTME671528		405545007	2157344011	pad			1		1
6715411000006111	Stenosis of lower limb artery	^ESCTST671541		405556007	2157354010	pad			1		1
6715501000006114	Hepatic artery stenosis	^ESCTHE671550		405564001	2157361014	pad			1		1
6715871000006117	Upper limb artery stenosis	^ESCTUP671587		405588004	2157381010	pad			1		1
674961000006118	Peripheral circulatory disorder associated with type 2 diabetes mellitus	C1074	C107400	422166005	2623039019	pad			1		1
7043991000006116	Bilateral renal artery stenosis	^ESCTBI704399		425414000	2674102014	pad			1		1
7044461000006117	Stenosis of brachiocephalic artery	^ESCTST704446		425448004	2675301015	pad			1		1
7049311000006112	Enlarging abdominal aortic aneurysm	^ESCTEN704931		425771001	2675292018	pad			1		1
7078561000006114	Deep venous thrombosis of profunda femoris vein	^ESCTDE707856		427775006	2691835010	vte	1			1	1
7078581000006116	Deep venous thrombosis of deep femoral vein	^ESCTDE707858		427775006	2695171017	vte	1			1	1
7078601000006114	Deep venous thrombosis of the popliteal vein	^ESCTDE707860		427776007	2691844011	vte	1			1	1
7098321000006117	Venous thromboembolic disease	^ESCTVE709832		429098002	2695294011	vte				1	1
7099281000006116	Repair of infrarenal abdominal aortic aneurysm with insertion of endovascular stent graft	^ESCTRE709928		429167002	2694496019	pad			1		1
7103191000006117	Superficial venous thrombosis of leg	^ESCTSU710319		429434005	2692641015	vte				1	1
7107501000006111	Repair of suprarenal aortic aneurysm with insertion of endovascular stent graft	^ESCTRE710750		429706004	2692632013	pad			1		1
7140691000006113	Percutaneous transluminal angioplasty of profunda femoris artery using fluoroscopic guidance	^ESCTPE714069		431560003	2768809013	pad			1		1
7143161000006116	Percutaneous transluminal angioplasty of common femoral artery using fluoroscopic guidance	^ESCTPE714316		431660006	2767393013	pad			1		1
7171111000006119	Percutaneous transluminal angioplasty of dialysis fistula using fluoroscopic guidance	^ESCTPE717111		432952005	2767848010	other					1
7213971000006115	Deep venous thrombosis of tibial vein	^ESCTDE721397		438785004	2792923012	vte	1			1	1
7227101000006112	Septic thrombophlebitis	^ESCTSE722710		439731006	2794539013	vte				1	1
7235821000006118	Ulcer of limb due to chronic venous insufficiency	^ESCTUL723582		440346008	2792157015	vte				1	1
7251991000006114	Atherosclerosis of artery	^ESCTAT725199		441574008	2816823016	pad			1		1
7252001000006111	Atherosclerosis artery	^ESCTAT725200		441574008	2923310013	pad			1		1
7273741000006119	Deep venous thrombosis of peroneal vein	^ESCTDE727374		443210003	2839752017	vte	1			1	1
7294891000006112	Endovascular repair of abdominal aortic aneurysm	^ESCTEN729489		444588006	2870601012	pad			1		1
7353411000006118	Endovascular fenestration of aortic dissection	^ESCTEN735341		448342009	2899774013	pad			1		1
7356071000006114	Stenosis of left pulmonary artery	^ESCTST735607		448510002	2900113012	pad			1		1
7371841000006119	Single stenosis of left pulmonary artery	^ESCTSI737184		449551006	2901693016	pad			1		1
7376051000006118	Atherosclerotic plaque disruption with thrombosis of artery	^ESCTAT737605		449873008	2913103011	pad			1		1
7376881000006118	Thrombophlebitis of superficial veins of lower leg	^ESCTTH737688		449926001	2912714014	vte				1	1
742481000006118	Ischaemic leg	G73-2	G73..12	233961000	350546015	pad			1		1
745471000000118	Endovascular insertion of stent for thoracic aortic aneurysm	7A1BA	7A1BA00	378491000000109	745471000000118	pad			1		1
748061000006117	Left ventricular thrombus	G5yy7	G5yy700	309519009	452964014	pad				1	1
7489931000006117	Open repair of thoracoabdominal aortic aneurysm	^ESCTOP748993		608873006	2958848013	pad			1		1
7493991000006117	Percutaneous transluminal angioplasty of lower limb	^ESCTPE749399		609167004	2958686018	other					1
7515621000006117	Elective repair of infrarenal abdominal aortic aneurysm	^ESCTEL751562		698995008	2982043015	pad			1		1
7515631000006119	Elective repair of suprarenal abdominal aortic aneurysm	^ESCTEL751563		698996009	2982026018	pad			1		1
7517361000006113	Endovascular repair of thoracic aortic aneurysm using fluoroscopic guidance	^ESCTEN751736		699115002	2982942011	pad			1		1
7517371000006118	Fluoroscopy guided endovascular repair of thoracic aortic aneurysm	^ESCTFL751737		699115002	2337731000000118	pad			1		1
7521441000006119	Repair of type A aortic dissection	^ESCTRE752144		699385002	3442108011	pad			1		1
7573251000006118	Haemosiderosis of lower limb due to venous insufficiency	^ESCTHA757325		703280000	3008092013	vte				1	1
7574031000006118	Aortic valve regurgitation due to aortic dissection	^ESCTAO757403		703325005	3008355015	pad			1		1
7617181000006110	Chronic pulmonary thromboembolism	^ESCTCH761718		707412000	3029984016	vte		1		1	1
7617191000006113	Chronic pulmonary thromboembolism without pulmonary hypertension	^ESCTCH761719		707413005	3030022015	vte		1		1	1
7640701000006112	Percutaneous transluminal angioplasty of lower limb artery	^ESCTPE764070		708872002	3037257011	pad			1		1
7692601000006111	Aneurysm of aortic arch	^ESCTAN769260		712578006	3083120013	pad			1		1
7710041000006114	Transplant renal artery stenosis	^ESCTTR771004		713825007	3297818010	pad			1		1
771351000006111	Insulin dependent diabetes mellitus with gangrene	C1086	C108600	422275004	2616612015	pad			1		1
772141000006118	Insulin dependent diab mell with peripheral angiopathy	C108G	C108G00	421895002	2618203015	pad			1		1
787101000006114	IDDM with peripheral circulatory disorder	C1073	C107300	421895002	2618203015	pad			1		1
7873641000006116	Fluoroscopy guided percutaneous transluminal angioplasty of arterial graft	^ESCTFL787364		725823001	3445584011	pad			1		1
7879191000006116	Stenosis of artery	^ESCTST787919		726490008	3449889016	pad			1		1
8009281000006110	Limb ischaemia	^ESCTLI800928		21631000119105	2923092011	pad			1		1
8009291000006113	Limb ischemia	^ESCTLI800929		21631000119105	2923094012	pad			1		1
8013831000006111	Dissection of aortic arch	^ESCTDI801383		27631000146108	3463508015	pad			1		1
8015271000006112	Peripheral vascular disease associated with another disorder	^ESCTPE801527		34881000119105	2983756012	other					1
8032061000006113	Gangrene due to peripheral vascular disease	^ESCTGA803206		102631000119103	2983776018	pad			1		1
8034061000006118	Mural thrombus of left ventricle	^ESCTMU803406		108421000119102	3322976019	pad				1	1
8041431000006116	Chronic deep venous thrombosis of calf	^ESCTCH804143		132131000119102	2972255011	vte	1			1	1
8041451000006111	Chronic deep venous thrombosis of popliteal vein	^ESCTCH804145		132151000119108	2971722015	vte	1			1	1
8041531000006117	Acute deep venous thrombosis of calf	^ESCTAC804153		132241000119103	2972812015	vte	1			1	1
8041571000006119	Acute deep venous thrombosis	^ESCTAC804157		132281000119108	2968256017	vte	1			1	1
8041581000006116	Acute deep venous thrombosis of femoral vein	^ESCTAC804158		132291000119106	2971883017	vte	1			1	1
8041601000006114	Acute deep venous thrombosis of ileofemoral vein	^ESCTAC804160		132301000119107	2972079018	vte	1			1	1
8042501000006117	Acute deep venous thrombosis of axillary vein	^ESCTAC804250		134961000119104	2971478018	vte	1			1	1
8042511000006119	Acute deep venous thrombosis of internal jugular vein	^ESCTAC804251		135001000119100	2971631010	vte	1			1	1
8047981000006115	Stasis dermatitis and venous ulcer of lower extremity due to chronic peripheral venous hypertension	^ESCTST804798		153871000119102	3040909011	vte				1	1
8048031000006119	Peripheral arterial insufficiency	^ESCTPE804803		153911000119104	2921334012	pad			1		1
8271361000006113	Leaking thoracic aortic aneurysm	^ESCTLE827136		824031000000109	2144631000000112	pad			1		1
8278561000006114	Ischaemic lower limb pain at rest	^ESCTIS827856		836711000000108	2172511000000111	pad			1		1
8304041000006111	Arterial lower limb ulcer	^ESCTAR830404		872381000000101	2253451000000118	pad			1		1
8361011000006114	Unprovoked DVT (deep vein thrombosis)	^ESCTUN836101		978421000000101	2518391000000114	vte	1			1	1
8361031000006115	Provoked DVT (deep vein thrombosis)	^ESCTPR836103		978441000000108	2518461000000111	vte	1			1	1
84331000006112	Type 1 diabetes mellitus with gangrene	C1086-2	C108612	420825003	2618207019	pad			1		1
84511000006112	Type 2 diabetes mellitus with gangrene	C1095-2	C109512	421631007	2618206011	pad			1		1
84591000006119	Type 2 diabetes mellitus with peripheral angiopathy	C109F-2	C109F12	314902007	459308015	pad			1		1
84701000006115	Type I diabetes mellitus with gangrene	C1086-1	C108611	420825003	2618207019	pad			1		1
84781000006112	Type I diabetes mellitus with peripheral angiopathy	C108G-1	C108G11	31211000119101	3315042015	pad			1		1
84881000006119	Type II diabetes mellitus with gangrene	C1095-1	C109511	421631007	2618206011	pad			1		1
84961000006116	Type II diabetes mellitus with peripheral angiopathy	C109F-1	C109F11	314902007	459306016	pad			1		1
866181000006115	Other endarterectomy	7A52-99	7A52.99	597571000000100	866181000006115	pad			1		1
866211000006116	Other endarterectomy NOS	7A521-98	7A52198	392031002	866211000006116	pad			1		1
866221000006112	Thromboendarterectomy	7A521-99	7A52199	392031002	866221000006112	pad			1		1
87208017	Thromboangiitis obliterans	G731	G731.00	52403007	87208017	pad			1		1
87210015	Buerger's disease	G7310	G731000	52403007	87210015	other					1
884571000006119	Atherosclerosis of extremities	G702-99	G702.99	195254008	884571000006119	pad			1		1
884581000006116	Atherosclerosis NOS	G70z-99	G70z.99	660711000000109	884581000006116	pad			1		1
884591000006118	Thoracic aortic aneurysm	G712-99	G712.99	74883004	884591000006118	pad			1		1
884601000006114	Abdominal aortic aneurysm	G714-99	G714.99	530151000000109	884601000006114	pad			1		1
884611000006112	Peripheral vasc. disease NOS	G73z-99	G73z.99	646351000000103	884611000006112	other					1
884621000006116	Peripheral vasc. disease NOS	G73zz-99	G73zz99	646351000000103	884621000006116	other					1
884661000006110	Peripheral arterial embolism	G742z-99	G742z99	583731000000103	884661000006110	pad			1		1
884711000006116	Superficial thrombophlebitis	G80-99	G80..99	2477008	884711000006116	vte				1	1
884721000006112	Superfic.venous thrombosis leg	G800-99	G800.99	213310008	884721000006112	vte				1	1
884731000006110	Deep venous thrombosis - leg	G801-99	G801.99	266267005	884731000006110	vte	1			1	1
884751000006115	Venous thrombosis NOS	G82z1-99	G82z199	690131000000103	884751000006115	vte				1	1
884761000006118	Varicose veins of legs	G83-99	G83..99	72866009	884761000006118	vte				1	1
884801000006110	Ruptured varicose veins	G833-99	G833.99	195448005	884801000006110	vte				1	1
884811000006113	Simple varicose veins	G834-99	G834.99	528681000000106	884811000006113	vte				1	1
884821000006117	Varicose veins NOS	G83z-99	G83z.99	660731000000101	884821000006117	vte				1	1
884921000006114	Varicose veins NOS	G85z-99	G85z.99	637451000000106	884921000006114	vte				1	1
888661000006119	Varicose veins,legs - obst.	L410-99	L410.99	200204002	888661000006119	vte				1	1
888671000006114	Vulval/perineal varicose veins	L411-99	L411.99	267282007	888671000006114	vte				1	1
888681000006112	Antepartum DVT	L413-99	L413.99	49956009	888681000006112	vte	1			1	1
888691000006110	Postpartum DVT	L414-99	L414.99	56272000	888691000006110	vte	1			1	1
89332015	Atherosclerotic heart disease	G3-2	G3...12	443502000	2842265012	pad			1		1
905481000006114	[RFC] Varicose veins	HNG0022		905481000006105	905481000006114	vte				1	1
905491000006112	[RFC] Venous thrombosis	HNG0023		905491000006108	905491000006112	vte				1	1
905501000006116	[RFC] Arterial stenosis	HNG0024		905501000006100	905501000006116	pad			1		1
905531000006112	[RFC] Raynaud's syndrome	HNG0027		905531000006108	905531000006112	pad			1		1
905551000006117	[RFC] Atherosclerosis of lower limbs	HNG0029		905551000006101	905551000006117	pad			1		1
906771000006113	[RFC] Peripheral vascular disease	HNG0172		906771000006109	906771000006113	other					1
913621000006112	Insulin dependent diabetes mellitus with gangrene	C10E6-2	C10E612	422275004	2616612015	pad			1		1
913921000006119	Insulin dependent diab mell with peripheral angiopathy	C10EG-2	C10EG12	421895002	2618203015	pad			1		1
913931000006116	Type 1 diabetes mellitus with peripheral angiopathy	C10EG	C10EG00	31211000119101	3315042015	pad			1		1
913941000006114	Peripheral angiopathy due to type 1 diabetes mellitus	C10EG-1	C10EG11	31211000119101	3315042015	pad			1		1
9314051000006114	Ischaemic ulcer of lower leg due to atherosclerotic disease	^ESCTIS931405		10666031000119100	3038274014	pad			1		1
932471000006114	Other endarterectomy	7A521-96	7A52196	392031002	932471000006114	pad			1		1
9478131000006113	Intermittent claudication of bilateral lower limbs co-occurrent and due to atherosclerosis	^ESCTIN947813		12236951000119108	3323412011	pad			1		1
9478151000006118	Intermittent claudication of left lower limb co-occurrent and due to atherosclerosis	^ESCTIN947815		12237071000119100	3323414012	pad			1		1
9478171000006111	Pain at rest of left lower limb co-occurrent and due to atherosclerosis	^ESCTPA947817		12237111000119107	3323420013	pad			1		1
9478181000006114	Intermittent claudication of right lower limb co-occurrent and due to atherosclerosis	^ESCTIN947818		12237191000119103	3323418010	pad			1		1
9837051000006111	Gangrene of right lower limb due to atherosclerosis	^ESCTGA983705		15649901000119104	3322932014	pad			1		1
9868571000006116	Mural thrombus of left ventricle following acute myocardial infarction	^ESCTMU986857		15960981000119105	3322978018	pad			1		1
9873401000006111	Thrombophlebitis of vein of right upper limb	^ESCTTH987340		16006031000119103	3447406010	vte				1	1
9873411000006114	Thrombophlebitis of vein of left upper limb	^ESCTTH987341		16006071000119100	3326480018	vte				1	1
9873431000006115	Thrombophlebitis of superficial vein of right upper limb			16006151000119108	.	vte				1	1
9873441000006113	Thrombophlebitis of superficial vein of left upper limb	^ESCTTH987344		16006191000119103	3326478012	vte				1	1
