medcodeid	desc	snomedctconceptid	coding_system	cancertype	blood_cancertype	ca_of_interest	recurrent_ca	secondary_ca	history_ca	aurum_stage_grade
14805041000006113	Malignant carcinoid tumour of sigmoid colon	123691000119104	Aurum	colorectal		1				
7881261000006112	Malignant carcinoid tumour of colon	726654006	Aurum	colorectal		1				
5324371000006119	Carcinoid tumour of appendix	253002004	Aurum	colorectal		1				
288671018	Malignant neoplasm of other specified sites of colon	363406005	Aurum	colorectal		1				
288748012	Malignant neoplasm of mesocolon	187809000	Aurum	colorectal		1				
511501015	Neoplasm of uncertain behaviour of colon	94801006	Aurum	colorectal		1				
573501000006117	Colon neoplasm screening	275978004	Aurum	colorectal		1				
721821000006114	Malignant neoplasm of splenic flexure of colon	363413005	Aurum	colorectal		1				
726331000006111	Malignant neoplasm of colon	363406005	Aurum	colorectal		1				
4024721000006111	Primary malignant neoplasm of ascending colon	93683002	Aurum	colorectal		1				
4025461000006111	Primary malignant neoplasm of colon	93761005	Aurum	colorectal		1				
4025591000006116	Primary malignant neoplasm of descending colon	93771007	Aurum	colorectal		1				
4026101000006114	Primary malignant neoplasm of hepatic flexure of colon	93826009	Aurum	colorectal		1				
4027941000006110	Primary malignant neoplasm of sigmoid colon	94006002	Aurum	colorectal		1				
4028771000006115	Primary malignant neoplasm of splenic flexure of colon	94072004	Aurum	colorectal		1				
4029101000006118	Primary malignant neoplasm of transverse colon	94105000	Aurum	colorectal		1				
4030121000006116	Secondary malignant neoplasm of ascending colon	94179005	Aurum	colorectal		1		1		
4030131000006118	Metastatic malignant neoplasm to ascending colon	94179005	Aurum	colorectal		1				
4032021000006118	Metastatic malignant neoplasm to colon	94260004	Aurum	colorectal		1				
4032251000006118	Secondary malignant neoplasm of descending colon	94271003	Aurum	colorectal		1		1		
4033671000006119	Secondary malignant neoplasm of hepatic flexure of colon	94328005	Aurum	colorectal		1		1		
4038901000006114	Secondary malignant neoplasm of sigmoid colon	94538001	Aurum	colorectal		1		1		
4038911000006112	Metastatic malignant neoplasm to sigmoid colon	94538001	Aurum	colorectal		1				
4040451000006117	Secondary malignant neoplasm of splenic flexure of colon	94604000	Aurum	colorectal		1		1		
4041511000006110	Secondary malignant neoplasm of transverse colon	94643001	Aurum	colorectal		1		1		
4049721000006110	Neoplasm of uncertain behaviour of sigmoid colon	95046000	Aurum	colorectal		1				
4388801000006112	Neoplasm of colon	126838000	Aurum	colorectal		1				
4388871000006118	Neoplasm of ascending colon	126840005	Aurum	colorectal		1				
4388901000006118	Neoplasm of hepatic flexure of colon	126841009	Aurum	colorectal		1				
4388931000006114	Neoplasm of transverse colon	126842002	Aurum	colorectal		1				
4388961000006117	Neoplasm of splenic flexure of colon	126843007	Aurum	colorectal		1				
4388991000006113	Neoplasm of descending colon	126844001	Aurum	colorectal		1				
4389021000006115	Neoplasm of sigmoid colon	126845000	Aurum	colorectal		1				
7107371000006112	History of malignant neoplasm of colon	429699009	Aurum	colorectal		1			1	
7821421000006113	Primary malignant neuroendocrine neoplasm of colon	721698005	Aurum	colorectal		1				
13603371000006113	Secondary malignant neoplasm of colon and/or rectum	781076008	Aurum	colorectal		1		1		
13606871000006113	Malignant neoplasm of colon and/or rectum	781382000	Aurum	colorectal		1				
14488961000006110	Primary malignant gastrointestinal stromal neoplasm of colon	16636051000119105	Aurum	colorectal		1				
14765531000006113	Metastasis from malignant neoplasm of colon and/or rectum	1217692004	Aurum	colorectal		1				
725951000006112	Malignant tumour of descending colon	363409003	Aurum	colorectal		1				
6052091000006111	Local recurrence of malignant tumour of colon	314965007	Aurum	colorectal		1	1			
6052611000006111	Metastasis from malignant tumour of colon	314998002	Aurum	colorectal		1				
6052621000006115	Metastasis from malignant tumor of colon	314998002	Aurum	colorectal		1				
6244991000006113	Malignant tumor of colon	363406005	Aurum	colorectal		1				
6245081000006110	Malignant tumor of transverse colon	363408006	Aurum	colorectal		1				
6245111000006116	Malignant tumour of descending colon	363409003	Aurum	colorectal		1				
6245151000006115	Malignant tumor of sigmoid colon	363410008	Aurum	colorectal		1				
6245201000006112	Malignant tumor of ascending colon	363412000	Aurum	colorectal		1				
573611000006118	Colonic cancer	363406005	Aurum	colorectal		1				
1728161000006116	Hereditary nonpolyposis colon cancer	1728161000006100	Aurum	colorectal		1				
6053471000006110	HNPCC - hereditary nonpolyposis colon cancer	315058005	Aurum	colorectal		1				
6245001000006118	CA - Cancer of colon	363406005	Aurum	colorectal		1				
6245011000006115	Cancer of colon	363406005	Aurum	colorectal		1				
6245061000006117	Hepatic flexure colon cancer	363407001	Aurum	colorectal		1				
6245101000006119	Transverse colon cancer	363408006	Aurum	colorectal		1				
6245131000006110	Descending colon cancer	363409003	Aurum	colorectal		1				
6245161000006118	Sigmoid colon cancer	363410008	Aurum	colorectal		1				
6245211000006110	Ascending colon cancer	363412000	Aurum	colorectal		1				
6245251000006111	Splenic flexure colon cancer	363413005	Aurum	colorectal		1				
6245281000006115	Rectosigmoid colon cancer	363414004	Aurum	colorectal		1				
6988591000006115	Colon cancer, stage 3	422375001	Aurum	colorectal		1				1
6992241000006113	Colon cancer, stage 2	422581008	Aurum	colorectal		1				1
8014351000006112	Colon cancer screening declined	31001000119109	Aurum	colorectal		1				
14756931000006117	HER2-expressing (human epidermal growth factor 2-expressing) colorectal malignant neoplasm	1217010007	Aurum	colorectal		1				
4388821000006119	Tumour of colon	126838000	Aurum	colorectal		1				
4388891000006117	Tumour of ascending colon	126840005	Aurum	colorectal		1				
4388941000006116	Tumour of transverse colon	126842002	Aurum	colorectal		1				
4389001000006113	Tumour of descending colon	126844001	Aurum	colorectal		1				
4389031000006117	Tumour of sigmoid colon	126845000	Aurum	colorectal		1				
7788831000006110	Radiologic finding of tumour invasion penetrating colonic serosa	719602003	Aurum	colorectal		1				
4388811000006110	Tumor of colon	126838000	Aurum	colorectal		1				
4388881000006115	Tumor of ascending colon	126840005	Aurum	colorectal		1				
4388951000006119	Tumor of transverse colon	126842002	Aurum	colorectal		1				
4389041000006110	Tumor of sigmoid colon	126845000	Aurum	colorectal		1				
6248021000006116	CA - Cancer of large bowel	363510005	Aurum	colorectal		1				
841331000006115	Cancer of bowel	363508008	Aurum	colorectal		1				
907331000006114	[RFC] Bowel cancer	907331000006105	Aurum	colorectal		1				
6247931000006115	CA - Cancer of bowel	363508008	Aurum	colorectal		1				
291402014	[M]Adenomatous or adenocarcinomatous polyps of the colon NOS	68496003	Aurum	colorectal		1				
403752014	[M]Adenomatous and adenocarcinomatous polyps of colon	442921000000108	Aurum	colorectal		1				
5898351000006111	Adenocarcinoma of sigmoid colon	301756000	Aurum	colorectal		1				
7299711000006110	Tubular adenoma of colon	444898006	Aurum	colorectal		1				
7821391000006117	Primary adenocarcinoma of ascending colon and right flexure	721695008	Aurum	colorectal		1				
7821401000006115	Primary adenocarcinoma of transverse colon	721696009	Aurum	colorectal		1				
7821431000006111	Primary adenocarcinoma of descending colon and splenic flexure	721699002	Aurum	colorectal		1				
7970001000006114	Primary adenocarcinoma of colon	1701000119104	Aurum	colorectal		1				
8211141000006118	Primary adenocarcinoma of ascending colon	681601000119101	Aurum	colorectal		1				
11906061000006115	[M]Adenomatous and adenocarcinomatous polyps of colon	442921000000108	Aurum	colorectal		1				
13687251000006115	Primary adenocarcinoma of descending colon	681651000119102	Aurum	colorectal		1				
153102018	Carcinoma in situ of ascending colon	92542002	Aurum	colorectal		1				
153133016	Carcinoma in situ of colon	92568009	Aurum	colorectal		1				
153141016	Carcinoma in situ of descending colon	92575005	Aurum	colorectal		1				
153187010	Carcinoma in situ of hepatic flexure of colon	92608001	Aurum	colorectal		1				
153313014	Carcinoma in situ of sigmoid colon	92708008	Aurum	colorectal		1				
153388012	Carcinoma in situ of transverse colon	92773000	Aurum	colorectal		1				
290749015	Carcinoma in situ of splenic flexure of colon	189229003	Aurum	colorectal		1				
290750015	Carcinoma in situ of colon NOS	92568009	Aurum	colorectal		1				
5703621000006116	Metastasis to colon of unknown primary	285611007	Aurum	colorectal		1				
12204961000006112	Metastatic colorectal cancer	94365007	Aurum	colorectal		1				
5512021000006115	Carcinoma of colon	269533000	Aurum	colorectal		1				
5699751000006114	Carcinoma of sigmoid colon	285312008	Aurum	colorectal		1				
6012931000006119	Carcinoma of ascending colon	312111009	Aurum	colorectal		1				
6012941000006112	Carcinoma of transverse colon	312112002	Aurum	colorectal		1				
6012951000006114	Carcinoma of descending colon	312113007	Aurum	colorectal		1				
7821411000006117	Primary neuroendocrine carcinoma of colon	721697000	Aurum	colorectal		1				
12050581000006119	Squamous cell carcinoma of colon	766981007	Aurum	colorectal		1				
6248031000006118	Colorectal cancer	363510005	Aurum	colorectal		1				
8223921000006116	Colorectal cancer	722731000000100	Aurum	colorectal		1				
13606881000006111	Colorectal cancer	781382000	Aurum	colorectal		1				
8052691000006114	Primary adenocarcinoma of rectosigmoid junction	184881000119106	Aurum	colorectal		1				
288675010	Malignant neoplasm of rectum, rectosigmoid junction and anus	187760008	Aurum	colorectal		1				
288751017	Malignant neoplasm of mesorectum	187811009	Aurum	colorectal		1				
379088010	Carcinoma of rectum	254582000	Aurum	colorectal		1				
5346521000006117	Malignant tumour of anorectal junction	254586002	Aurum	colorectal		1				
5512031000006117	Carcinoma of the rectosigmoid junction	269544008	Aurum	colorectal		1				
5591081000006110	Malignant melanoma of rectum	276822007	Aurum	colorectal		1				
5703641000006111	Metastasis to rectum of unknown primary	285612000	Aurum	colorectal		1				
6052111000006119	Local recurrence of malignant tumour of rectum	314966008	Aurum	colorectal		1	1			
6052601000006113	Metastasis from malignant tumor of rectum	314997007	Aurum	colorectal		1				
12762151000006112	Malignant tumor of rectum	363351006	Aurum	colorectal		1				
722441000006110	Malignant tumour of rectosigmoid junction	363414004	Aurum	colorectal		1				
7039961000006110	Adenocarcinoma of rectosigmoid junction	425178004	Aurum	colorectal		1				
7278231000006113	Malignant neoplasm of anorectum	443488001	Aurum	colorectal		1				
7362971000006115	Carcinoma of upper rectum	448994001	Aurum	colorectal		1				
12050541000006113	Squamous cell carcinoma of rectum	766979005	Aurum	colorectal		1				
4027631000006111	Primary malignant neoplasm of rectosigmoid junction	93980002	Aurum	colorectal		1				
4027671000006114	Primary malignant neoplasm of rectum	93984006	Aurum	colorectal		1				
156627017	Secondary malignant neoplasm of rectum	94513006	Aurum	colorectal		1		1		
7706081000006115	Malignant carcinoid tumour of rectum	713573006	Aurum	colorectal		1				
7702231000006113	Carcinoid tumor of rectum	713306000	Aurum	colorectal		1				
4038231000006110	Cancer metastatic to rectosigmoid junction	94509004	Aurum	colorectal		1				
4038321000006117	Cancer metastatic to rectum	94513006	Aurum	colorectal		1				
3526497018	Microsatellite instability-high colorectal cancer	737058005	Aurum	colorectal		1				
907001000006115	[RFC] Cancer of the rectum	907001000006104	Aurum	colorectal		1				
5512041000006110	Cancer of the rectosigmoid junction	269544008	Aurum	colorectal		1				
5512051000006112	Rectosigmoid junction cancer	269544008	Aurum	colorectal		1				
6243001000006117	Rectal cancer	363351006	Aurum	colorectal		1				
6243011000006119	CA - Cancer of rectum	363351006	Aurum	colorectal		1				
7278241000006115	Anorectal cancer	443488001	Aurum	colorectal		1				
155488014	Malignant tumour of rectum	363351006	Aurum	colorectal		1				
1227554011	[V]Personal history of malignant neoplasm of rectum	415080007	Aurum	colorectal		1			1	
720501000006110	Malignant neoplasm rectum,rectosigmoid junction and anus NOS	187760008	Aurum	colorectal		1				
4037191000006118	Secondary malignant neoplasm of pararectal lymph nodes	94466007	Aurum	colorectal		1		1		
4038211000006116	Secondary malignant neoplasm of rectosigmoid junction	94509004	Aurum	colorectal		1		1		
4038311000006113	Metastatic malignant neoplasm to rectum	94513006	Aurum	colorectal		1				
4170611000006111	Overlapping malignant neoplasm of rectum, anus and anal canal	109839004	Aurum	colorectal		1				
6052591000006117	Metastasis from malignant tumour of rectum	314997007	Aurum	colorectal		1				
6242981000006116	Malignant tumour of rectum	363351006	Aurum	colorectal		1				
6324621000006110	Malignant tumour involving rectum by direct extension from uterine cervix	369452007	Aurum	colorectal		1				
6324741000006114	Malignant tumour involving rectum by separate metastasis from prostate	369458006	Aurum	colorectal		1				
7821441000006118	Primary malignant neuroendocrine neoplasm of rectum	721700001	Aurum	colorectal		1				
8030471000006110	Malignant neoplasm of rectosigmoid junction metastatic to brain	96981000119102	Aurum	colorectal		1				
14505681000006110	Presence of direct invasion by malignant neoplasm	370052007	Aurum	colorectal		1				
3039111000006119	Excision of malignant tumour of rectum by transanal approach	33507007	Aurum	colorectal		1				
4389121000006119	Tumour of rectum	126847008	Aurum	colorectal		1				
4389141000006114	Tumour of rectosigmoid junction	126848003	Aurum	colorectal		1				
6048001000006117	Transanal submucosal excision of rectal tumour	314610005	Aurum	colorectal		1				
4389111000006110	Tumor of rectum	126847008	Aurum	colorectal		1				
4389151000006111	Tumor of rectosigmoid junction	126848003	Aurum	colorectal		1				
6048011000006119	Transanal submucosal excision of rectal tumor	314610005	Aurum	colorectal		1				
511792018	Neoplasm of uncertain behaviour of rectum	95024008	Aurum	colorectal		1				
4385051000006114	Neoplasm of rectovaginal septum	126648001	Aurum	colorectal		1				
4389101000006112	Neoplasm of rectum	126847008	Aurum	colorectal		1				
4389131000006116	Neoplasm of rectosigmoid junction	126848003	Aurum	colorectal		1				
288685011	Malignant tumour of anus	363490009	Aurum	colorectal		1				
1227555012	[V]Personal history of malignant neoplasm of anus	415080007	Aurum	colorectal		1			1	
4024621000006115	Primary malignant neoplasm of anus	93676009	Aurum	colorectal		1				
5355801000006118	Malignant tumour of anus and anal canal	255083005	Aurum	colorectal		1				
5591061000006117	Malignant melanoma of anus	276821000	Aurum	colorectal		1				
7344901000006113	Malignant melanoma of skin of anus	447712006	Aurum	colorectal		1				
14464491000006115	Malignant mesenchymal neoplasm of anus	1156811000	Aurum	colorectal		1				
154231019	Malignant melanoma of perianal skin	93209006	Aurum	colorectal		1				
155076015	Malignant tumour of anal canal	363352004	Aurum	colorectal		1				
155458017	Malignant neoplasm of perianal skin	93956001	Aurum	colorectal		1				
4024571000006118	Primary malignant neoplasm of anal canal	93669004	Aurum	colorectal		1				
6243031000006113	Malignant tumor of anal canal	363352004	Aurum	colorectal		1				
4027361000006110	Primary malignant neoplasm of perianal skin	93956001	Aurum	colorectal		1				
7833101000006111	Primary malignant melanoma of anal canal	722543005	Aurum	colorectal		1				
6243041000006115	Cancer of anal canal	363352004	Aurum	colorectal		1				
4389201000006119	Tumour of anal canal	126850006	Aurum	colorectal		1				
4389211000006116	Tumor of anal canal	126850006	Aurum	colorectal		1				
153299011	Carcinoma in situ of rectosigmoid junction	92695008	Aurum	colorectal		1				
153300015	Carcinoma in situ of rectum	92696009	Aurum	colorectal		1				
290751016	Carcinoma in situ of rectum and rectosigmoid junction	189231007	Aurum	colorectal		1				
290752011	Carcinoma in situ of rectum or rectosigmoid junction NOS	126837005	Aurum	colorectal		1				
379089019	Rectal carcinoma	254582000	Aurum	colorectal		1				
933251000006113	Adenocarcinoma of rectum	93984006	Aurum	colorectal		1				
5346461000006110	Adenocarcinoma of rectum	254582000	Aurum	colorectal		1				
7347071000006110	Anorectal adenocarcinoma	447886005	Aurum	colorectal		1				
7347081000006113	Adenocarcinoma of anorectum	447886005	Aurum	colorectal		1				
7821451000006116	Primary neuroendocrine carcinoma of rectum	721701002	Aurum	colorectal		1				
12050551000006110	Rectal squamous cell carcinoma	766979005	Aurum	colorectal		1				
153089011	Carcinoma in situ of anal canal	92531006	Aurum	colorectal		1				
153282010	Carcinoma in situ of perianal skin	92680006	Aurum	colorectal		1				
290809016	Carcinoma in situ of skin of external auricular canal	189280002	Aurum	colorectal		1				
380137014	Anal carcinoma	363352004	Aurum	colorectal		1				
510074013	Carcinoma in situ of pyloric canal	92693001	Aurum	colorectal		1				
537011000006119	Carcinoma in situ of skin of ear and external auricular canal	255144005	Aurum	colorectal		1				
537021000006110	Carcinoma in situ skin of ear/external auricular canal NOS	92724009	Aurum	colorectal		1				
5355821000006111	Squamous cell carcinoma of anal margin	255084004	Aurum	colorectal		1				
5355841000006116	SCC - Squamous cell carcinoma of anal margin	255084004	Aurum	colorectal		1				
5355851000006119	Anal squamous cell carcinoma	255084004	Aurum	colorectal		1				
5355861000006117	Anal carcinoma	255084004	Aurum	colorectal		1				
5699721000006117	Carcinoma of anal canal	285310000	Aurum	colorectal		1				
7008751000006112	Squamous cell carcinoma of external auditory canal	423506005	Aurum	colorectal		1				
7821621000006111	Primary cloacogenic carcinoma of anal canal	721709000	Aurum	colorectal		1				
7833091000006117	Primary squamous cell carcinoma of anal canal	722542000	Aurum	colorectal		1				
12022241000006111	Adenocarcinoma of anal canal	764845008	Aurum	colorectal		1				
290753018	Carcinoma in situ of anus	92537005	Aurum	colorectal		1				
7010621000006110	Adenocarcinoma of anus	423607006	Aurum	colorectal		1				
7352991000006110	Carcinoma of anus	448315008	Aurum	colorectal		1				
7842091000006111	Primary squamous cell carcinoma of anus	723265000	Aurum	colorectal		1				
13964921000006112	Neuroendocrine carcinoma of anus	870355006	Aurum	colorectal		1				
14489261000006114	Primary squamous cell carcinoma of skin of anus	16899941000119102	Aurum	colorectal		1				
2731341000000117	Angioimmunoblastic T-cell lymphoma with dysproteinaemia	1090241000000107	Aurum	haematological	lymphoma	1				
1815221000006115	Follicular lymphoma, cutaneous follicle centre	1091861000000100	Aurum	haematological	lymphoma	1				
82041000006113	B-cell non-Hodgkin's lymphoma	1091921000000100	Aurum	haematological	lymphoma	1				
292191019	Diffuse non-Hodgkin's lymphoma	109962001	Aurum	haematological	lymphoma	1				
621071000006112	Diffuse non-Hodgkin's lymphoma, lymphoblastic (clinical)	109965004	Aurum	haematological	lymphoma	1				
4172311000006115	Diffuse non-Hodgkin's lymphoma, immunoblastic (clinical)	109966003	Aurum	haematological	lymphoma	1				
4172441000006112	Diffuse non-Hodgkin's lymphoma, large cell (clinical)	109969005	Aurum	haematological	lymphoma	1				
344657018	T-zone lymphoma	109975001	Aurum	haematological	lymphoma	1				
344670010	Lymphoepithelioid lymphoma	109976000	Aurum	haematological	lymphoma	1				
4172691000006117	Peripheral T-cell lymphoma (clinical)	109977009	Aurum	haematological	lymphoma	1				
11902611000006112	T-cell lymphoma (clinical)	109978004	Aurum	haematological	lymphoma	1				
11903061000006113	B-cell lymphoma (clinical)	109979007	Aurum	haematological	lymphoma	1				
344806015	True histiocytic lymphoma	109988003	Aurum	haematological	lymphoma	1				
4309331000006118	Lymphoma (clinical)	118600007	Aurum	haematological	lymphoma	1				
406154013	Non-Hodgkin's lymphoma (clinical)	118601006	Aurum	haematological	lymphoma	1				
1815421000006116	Primary cutaneous CD30+ large T-cell lymphoma	128875000	Aurum	haematological	lymphoma	1				
289603013	Burkitt's lymphoma of lymph nodes of head, face and neck	188510001	Aurum	haematological	lymphoma	1				
289604019	Burkitt's lymphoma of intrathoracic lymph nodes	188511002	Aurum	haematological	lymphoma	1				
289605018	Burkitt's lymphoma of intra-abdominal lymph nodes	188512009	Aurum	haematological	lymphoma	1				
289606017	Burkitt's lymphoma of lymph nodes of axilla and upper limb	188513004	Aurum	haematological	lymphoma	1				
527801000006112	Burkitt's lymphoma of lymph nodes of inguinal region and lower limb	188514005	Aurum	haematological	lymphoma	1				
289608016	Burkitt's lymphoma of intrapelvic lymph nodes	188515006	Aurum	haematological	lymphoma	1				
289610019	Burkitt's lymphoma of spleen	188516007	Aurum	haematological	lymphoma	1				
289611015	Burkitt's lymphoma of lymph nodes of multiple sites	188517003	Aurum	haematological	lymphoma	1				
289718018	Nodular lymphoma of lymph nodes of head, face and neck	188609000	Aurum	haematological	lymphoma	1				
289721016	Nodular lymphoma of lymph nodes of axilla and upper limb	188612002	Aurum	haematological	lymphoma	1				
673681000006118	Nodular lymphoma of lymph nodes of inguinal region and lower limb	188613007	Aurum	haematological	lymphoma	1				
763431000006118	Follicular non-Hodgkin's mixed small cleaved and large cell lymphoma	188672005	Aurum	haematological	lymphoma	1				
4752991000006118	Diffuse malignant lymphoma - small non-cleaved cell	188674006	Aurum	haematological	lymphoma	1				
4753031000006113	Malignant lymphoma - small cleaved cell	188675007	Aurum	haematological	lymphoma	1				
4753071000006111	Malignant lymphoma - mixed small and large cell	188676008	Aurum	haematological	lymphoma	1				
289812013	Diffuse non-Hodgkin's lymphoma undifferentiated (diffuse)	188679001	Aurum	haematological	lymphoma	1				
5031591000006112	Lymphoma of retina	232075002	Aurum	haematological	lymphoma	1				
5095271000006118	Lymphoma of kidney	236513009	Aurum	haematological	lymphoma	1				
673611000006113	Nodular lymphoma	269476000	Aurum	haematological	lymphoma	1				
5567551000006115	Malignant lymphoma - lymphocytic, intermediate differentiation	274905008	Aurum	haematological	lymphoma	1				
5590911000006112	Gastric lymphoma	276811008	Aurum	haematological	lymphoma	1				
5590961000006110	Lymphoma of intestine	276815004	Aurum	haematological	lymphoma	1				
5591251000006111	Primary cerebral lymphoma	276836002	Aurum	haematological	lymphoma	1				
5601001000006114	Splenic lymphoma with villous lymphocytes	277551008	Aurum	haematological	lymphoma	1				
39671000006114	Cutaneous/peripheral T-cell lymphoma	277613000	Aurum	haematological	lymphoma	1				
1815461000006110	Low grade B-cell lymphoma	277615007	Aurum	haematological	lymphoma	1				1
5602231000006116	Diffuse low grade B-cell lymphoma	277616008	Aurum	haematological	lymphoma	1				1
5602241000006114	High grade B-cell lymphoma	277617004	Aurum	haematological	lymphoma	1				1
5602251000006111	Follicular low grade B-cell lymphoma	277618009	Aurum	haematological	lymphoma	1				1
414252013	Mucosa-associated lymphoma	277622004	Aurum	haematological	lymphoma	1				
5602341000006119	Monocytoid B-cell lymphoma	277623009	Aurum	haematological	lymphoma	1				
414257019	Follicular non-Hodgkin's small cleaved cell lymphoma	277625002	Aurum	haematological	lymphoma	1				
5602391000006111	Diffuse high grade B-cell lymphoma	277626001	Aurum	haematological	lymphoma	1				1
5602401000006113	Nodular high grade B-cell lymphoma	277627005	Aurum	haematological	lymphoma	1				1
5602511000006112	Large cell anaplastic lymphoma	277637000	Aurum	haematological	lymphoma	1				
414278016	Follicular non-Hodgkin's large cell lymphoma	277641001	Aurum	haematological	lymphoma	1				
5602611000006113	Low grade T-cell lymphoma	277642008	Aurum	haematological	lymphoma	1				1
5602621000006117	High grade T-cell lymphoma	277643003	Aurum	haematological	lymphoma	1				1
5602711000006117	Peripheral T-cell lymphoma - pleomorphic small cell	277651000	Aurum	haematological	lymphoma	1				
5602731000006111	Peripheral T-cell lymphoma - pleomorphic medium and large cell	277653002	Aurum	haematological	lymphoma	1				
414298014	Enteropathy-associated T-cell lymphoma	277654008	Aurum	haematological	lymphoma	1				
5602911000006119	Malignant lymphoma of testis	277664004	Aurum	haematological	lymphoma	1				
5608041000006119	Malignant lymphoma of thyroid gland	278051002	Aurum	haematological	lymphoma	1				
5608051000006117	Malignant lymphoma of breast	278052009	Aurum	haematological	lymphoma	1				
5911951000006111	Malignant lymphoma - small lymphocytic	302841002	Aurum	haematological	lymphoma	1				
5912011000006117	Diffuse malignant lymphoma - centroblastic	302842009	Aurum	haematological	lymphoma	1				
5912081000006112	Nodular malignant lymphoma, lymphocytic - well differentiated	302845006	Aurum	haematological	lymphoma	1				
291894014	[M]Malignant lymphoma, convoluted cell type NOS	115244002	Aurum	haematological	lymphoma	1				
5914251000006115	Malignant lymphoma, follicular centre cell	303055001	Aurum	haematological	lymphoma	1				
5914291000006114	Malignant lymphoma, follicular centre cell, non-cleaved	303057009	Aurum	haematological	lymphoma	1				
5970661000006117	Malignant lymphoma - lymphoplasmacytic	307623001	Aurum	haematological	lymphoma	1				
311631000006116	[M]Malignant lymphoma, mixed lymphocytic-histiocytic, nodular	55020008	Aurum	haematological	lymphoma	1				
291943018	[M]Malignant lymphoma, centroblastic-centrocytic, follicular	115244002	Aurum	haematological	lymphoma	1				
311581000006119	[M]Malignant lymphoma, lymphocytic, poorly differentiated, nodular	115244002	Aurum	haematological	lymphoma	1				
5971001000006115	Malignant lymphoma, centroblastic type, follicular	307647008	Aurum	haematological	lymphoma	1				
451429010	Follicular non-Hodgkin's lymphoma	308121000	Aurum	haematological	lymphoma	1				
51959012	Lymphomatoid papulosis	31047003	Aurum	haematological	lymphoma	1				
6632971000006115	Primary cutaneous lymphoma	400001003	Aurum	haematological	lymphoma	1				
6635071000006113	Primary cutaneous T-cell lymphoma	400122007	Aurum	haematological	lymphoma	1				
1815391000006112	Subcutaneous panniculitic T-cell lymphoma	404133000	Aurum	haematological	lymphoma	1				
6693541000006115	Lymphoplasmacytic B-cell lymphoma, nodal/systemic with skin involvement	404149003	Aurum	haematological	lymphoma	1				
11930221000006112	Angioimmunoblastic T-cell lymphoma	413537009	Aurum	haematological	lymphoma	1				
6853331000006118	Extranodal natural killer/T-cell lymphoma, nasal type	414166008	Aurum	haematological	lymphoma	1				
6960371000006112	Primary intraocular non-Hodgkin malignant lymphoma	420788006	Aurum	haematological	lymphoma	1				
7069571000006119	Malignant lymphoma in remission	427141003	Aurum	haematological	lymphoma	1				
7097081000006117	History of malignant lymphoma	429014004	Aurum	haematological	lymphoma	1			1	
123978016	Mantle cell lymphoma	443487006	Aurum	haematological	lymphoma	1				
7299901000006110	Primary mediastinal (thymic) large B-cell lymphoma	444910004	Aurum	haematological	lymphoma	1				
1815131000006111	Extranodal marginal zone B-cell lymphoma of mucosa-associated lymphoid tissue	445269007	Aurum	haematological	lymphoma	1				
2872841013	Hepatosplenic T-cell lymphoma	445406001	Aurum	haematological	lymphoma	1				
7351521000006114	Anaplastic lymphoma kinase negative anaplastic large cell lymphoma	448212009	Aurum	haematological	lymphoma	1				
2901912012	Diffuse follicle centre lymphoma	449220000	Aurum	haematological	lymphoma	1				
3517129013	Paediatric follicular lymphoma	736322001	Aurum	haematological	lymphoma	1				
2168491000000113	Anaplastic lymphoma kinase positive anaplastic large cell lymphoma	738770003	Aurum	haematological	lymphoma	1				
3635398013	Classical Hodgkin lymphoma	762690000	Aurum	haematological	lymphoma	1				
12005511000006110	Primary lymphoma of conjunctiva	763477007	Aurum	haematological	lymphoma	1				
12008581000006113	Splenic marginal zone B-cell lymphoma	763666008	Aurum	haematological	lymphoma	1				
1815161000006119	Follicular lymphoma grade 1	847481000000109	Aurum	haematological	lymphoma	1				1
1815171000006114	Follicular lymphoma grade 2	847631000000107	Aurum	haematological	lymphoma	1				1
1815181000006112	Follicular lymphoma grade 3	847651000000100	Aurum	haematological	lymphoma	1				1
2124491000000113	Follicular lymphoma grade 3a	847691000000108	Aurum	haematological	lymphoma	1				1
2124511000000117	Follicular lymphoma grade 3b	847701000000108	Aurum	haematological	lymphoma	1				1
198006010	Diffuse large B-cell lymphoma	847741000000106	Aurum	haematological	lymphoma	1				
289842011	Malignant lymphoma of intra-abdominal lymph nodes	93191005	Aurum	haematological	lymphoma	1				
289845013	Malignant lymphoma of intrapelvic lymph nodes	93192003	Aurum	haematological	lymphoma	1				
289832014	Malignant lymphoma of intrathoracic lymph nodes	93193008	Aurum	haematological	lymphoma	1				
728781000006110	Malignant lymphoma of lymph nodes of axilla AND/OR upper limb	93194002	Aurum	haematological	lymphoma	1				
289831019	Malignant lymphoma of lymph nodes of head, face AND/OR neck	93195001	Aurum	haematological	lymphoma	1				
728771000006112	Malignant lymphoma of lymph nodes of inguinal region AND/OR lower limb	93196000	Aurum	haematological	lymphoma	1				
289847017	Malignant lymphoma of lymph nodes of multiple sites	93197009	Aurum	haematological	lymphoma	1				
289846014	Malignant lymphoma of spleen	93198004	Aurum	haematological	lymphoma	1				
157686016	Nodular lymphoma of intra-abdominal lymph nodes	95186006	Aurum	haematological	lymphoma	1				
157688015	Nodular lymphoma of intrathoracic lymph nodes	95188007	Aurum	haematological	lymphoma	1				
